,message,HateSpeech
6678,Ich glaub ich weiß wer mich gemeldet hat,0
6679,"Der DE Rot Grün versiffte Journalismus hetzt gegen all die Präsidenten anderer Länder siehe Kurz , Orban, Trump die ihr Volk vorziehen |LBR| AFD",1
6680, So ist`s eben in alten Mecklenburger Dörfern. Sie trauten sich nicht einmal Anzeige zu erstatten 😜,0
6681,"Verdammt nochmal, Ihr Afrikaner. Fangt endlich an, Eure Probleme |LBR| selbst zu lösen. Nur die besser Gestellten können abhauen.",1
6682,"Es ist widerlich sich diesen Machtpoker um Merkel mit ansehen zu müssen, zuzusehen welche Schwachmaten ausschließlich um MACHT streiten 🤢",1
6683,  Sie stiehlt uns nur Lebenszeit!,0
6684,Früher waren Templer ein Ort für Mönche und Kämpfer. Wir aber suchen Denker und wahre Ritter. Der wahre Ritter kam immer aus dem Volk.,0
6685," Kommt vorbei, wir freuen uns über viele neue Chatterinnen. :-)",0
6686,"_mangott   Ein Wahlkampf, der nicht stattfinden darf. Ist für mich auch spannend zu sehen, wie eine Navalnij Kampagne aussehen könnte.",0
6687,Eine jede Diktatur braucht unseriösen Journalismus wie Maischberger. |LBR| #maischberger,0
6688,"Piepser, ich war shoppen, Hemd gekauft in 44 ""Slim"" &gt;&gt;&gt; Schietkrom, dor passt doch nur so`n süddeutscher Sprottenbuckel rinn 😜",0
6689,"Gute Nacht, Ihr Lieben da draußen und träumt schön von Murksel und ihrem Kurzschwanzdackel Luschet 😜",1
6690, Die Britten haben doch alles richtig gemacht. Raus aus der EU.,0
6691,  _ _EUROPE_SOS  Was soll man schon von so einer Lügenbande erwarten? Alles politische Schwachköpfe!,1
6692, Es gibt nur ein Maas das ist ein Mittelmaß und heißt auch so ,1
6693,  Aber da auch leider nicht mehr ...,0
6694,  Was heißt mehrere waren es zwei?,0
6695,"Jetzt diskutiert die SPD, ob es sich lohnt, mit der Union in Koalitionsverhandlungen einzusteigen, oder den mehr oder weniger direkten Weg zu Opposition und Neuwahlen zu suchen. |LBR| Das entscheidet der Bundesparteitag am kommenden Sonntag.",0
6696, Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.,1
6697,Es ist zu kalt Khajiit friert,0
6698,  Hier sieht man wie die Polizei in DE angesehen ist,0
6699,Überfüllter Held*innenplatz. Wir gehen von über 60.000 Menschen aus. #Neujahrsempfang,0
6700,_Hessen _Support So werden wir von den Moslems unterwandert und die meisten kriegen nichts mit . Wir sind ein Christliches Abendland und haben die Moslems schon vor Wien Zurückgeschickt.Es wird Zeit denen die Grenzen aufzuzeigen!,1
6701,"Beifall. Illegale Invasoren abfangen und dorthin zurückjagen, |LBR| wo sie herkommen. Das erspart teure Abschiebungen. Weiter so.",1
6702,"Moin, Hat schon einer gemerkt das die ganzen Syrer wieder gehen können ??? Auch die hyperpigmentierten Schwarzafrikanischen ""SYRER"" können auch wieder nach Hause ! Da die Politik das nicht propagiert kann man wohl von gewollten Austausch reden !",1
6703, Der Abschaum der Menschheit bekommt deutsche Pässe! Diese schuldigen Behörden würden in einem Rechtsstaat verklagt!,1
6704,"  Der Mann heißt Sarrazin! Er hat in seinem Buch 2010, schondie heutigen katastrophalen Zustände in den meisten deutschen Städten beschrieben!",0
6705,  |LBR| Tiraden gibt es nur von Deutschland / EU gegen Trump und nicht umgekehrt |LBR| #manipulationspresse,1
6706, Die Souveränität eines Landes ist ein Grundrecht. Niemand muss sich der EU unterwerfen. Die Britten haben als erstes erkannt das die EU der Weg in die Knechtschaft ist. Ich hoffe Polen Ungarn und Tschechien bieten der EU weiter die Stirn oder treten aus.,0
6707," Lieber Ralf, da muss man kein Insider sein, so offensichtlich ist das 😂😂😂",0
6708,_IIna Hören wir einfach auf uns aufzuregen...es sollte uns lieber egal sein...!,0
6709,"Die Opfer des Terrorangriffs in #TelAviv sind: Dr. Michael Feige (58), Ido Ben Ari (42), Ilana Naveh (39), Mila Mishaev (32) #Israel",0
6710,"Es war ein wunderbarer HAMBURG PRIDE 2014. Danke an alle Besucher_innen, Helfer_innen und Engagierte! #HamburgPride",0
6711,   Niemand mag die Sawsan.....ob das wohl bleibende Schäden hinterlässt..? |LBR| Beim _Stegner sind sie eindeutig vorhanden....!,0
6712,_F_Wehner _Deutsch Stimmt....aber Köln ist nicht minder zu bemitleiden 😃😃,0
6713,AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !,1
6714," _varietas Och,Frau Margareta aus der ""Gerechtigkeitsmanufaktur""ist es nicht nur gerecht,auch mal andere Meinungen außer der eigenen u des mainstreams zu respektieren?Schauen Sie sich a d bunten Strassen um-wen also wollen Sie mit rechts denn noch ernsthaft verletzen?",0
6715," _Stimulator 1933 hat man das mit den Juden gemacht, dass zeigt das die deutschen aus der Geschichte nichts gelernt haben! Wann öffnet Dachau wieder?😡😡😡",1
6716,_MdB  Wo ist dieses Plakat her?? Die Polizei Berlin Interessiert sich brennend dafür.,0
6717," _Pazderski Wir sind keine islamische Organisation, sondern ein säkularer Verband.",0
6718,"Der IWF fordert die Enteignung der deutschen Sparer! |LBR| Und immer schön die CDU wählen, damit Merkel das umsetzen kann!!!",0
6719,"Schumacher, Brandt, Schmidt, Wehner, Leber u Ehmke wären in der heutigen SPD Nazis u der Shariah Schulz würde sie aus der SPD rausschmeißen",1
6720,Durchbruch bei Jamaika Koalitions Verhandlungen |LBR| Alle sind sich einig daß der Juchtenkäfer geschützt werden muß |LBR| Bei Bienen wird noch gerungen,0
6721,  Schon mal daran gedacht das die Taten Teil einer bestimmten Strategie sind die gegen die Deutschen angewendet wird⁉️,0
6722,"_Stiegler DIE KOLONIESTAATEN SOLEN SICH UM AFRIKA KÜMMERN,AUSGEBEUTET HABEN SIE ES AUCH !!",0
6723,Mit einem Empfang im #Römer und beim #Bürgermeister endet die diesjährige #Israelpedia in #Frankfurt,0
6724,#Burkhardt von : Das neue #Integrationsgesetz hebelt den individuellen Flüchtlingsschutz aus,0
6725,Hallo SPD |LBR| warum setzt ihr für eine Groko als Bedingung nicht einen anderen Kanzler als Merkel?,0
6726,_Hueter  Irgendwann ist Schluss mit reden und Toleranz,0
6727,  Ehrliche Antwort : wir haben Schwachmaten und Dumpfbacken als Politiker! 😉,1
6728,Nur die Dumm-Deutschen wollen es nicht begreifen!! |LBR| DUMBEST WOMAN ON EARTH: Angela Merkel says Islam is ‘not the source of terrorism’,1
6729," ""Traut ihr euch nicht, gelle. War schon klar!"" gehört zumindest für uns nicht zum üblichen Einstieg in eine sachlich geführte Diskussion. Wenn das bei Ihnen anders aussieht, tut uns das sehr leid für Sie. |LBR| Bei den Bürgschaften geht es im Übrigen um die Aufnahme von Verwandten.",0
6730, _Pasemann Es gäbe eine Lösung...wir sollten als Verstärkung die Maghreb-Polizei holen |LBR| Nichts fürchten die kleinen Schmarotzer mehr..!,1
6731,"_prigge Andreas, kannst Du nicht so ca. 10 Stück nach Mecklenburg beamen??? 😜 Ich würde mich auch von Waldheidelbeeren trennen 😂",0
6732,"Es kann nicht sein, dass in Deutschland mehr Asylanträge gestellt werden als in allen anderen EU-Ländern zusammen. Die EU muss bei der Lösung der weltweiten Flüchtlingskrise solidarisch sein und endlich Antworten liefern.",0
6733,_Geld  War doch nur ein „Polenböller“,0
6734,Mit dem Geld für die Goldjungenfamilien hätte man JEDEM DEUTSCHEN RENTNER/IN ein menschenwürdiges Dasein sichern können.ZUR HÖLLE MIT MERKEL,1
6735,"Eins hat Sultan Erdogan schnell erkannt, der Weg zum Islamischen Großreich (IS) wurde ihm vom ""Gefühlsdusel-Westen"" gut geebnet u. bezahlt 😜",1
6736," Ich habe ja immer noch die Option nach Koszalin, od. Bialogard zu ziehen 😜",0
6737,"     Um mich hier einzuklinken, kurze Info an euch, verzettelt euch nicht in diesen (Nazidiskussionen) den das ist von der BRD Mafia gewollt, „teile und herrsche“ ist deren System fallt nicht darauf herein, Einigkeit hassen Sie, deshalb vereinigt euch alle‼️‼️",0
6738,"  Ist eben ein Dackel, macht meiner auch so &gt; baut sich dann noch auf, wie ein ""Rotti"" 😂😂😂",0
6739,"Josef Schuster, Präsident ZdJ: ""Die Existenz Iraels ist für uns Juden nicht eine Frage der Staatsräson, sondern der Lebensräson."" #DILK16",0
6740,heute in DIE ZEIT ein grosses Interview mit mir ueber ISIS (IS) und Lage in der Region!,0
6741," _Sellner Und das von einem Ungewaschenen ! Au Backe, Lord Helmchen !",1
6742,"Falls die Seite in der nächsten Zeit kurz offline ist, bitten wir um Verständnis - es wird gerade viel an ihr herumgebastelt. :-) Danke!",0
6743,"_Stegner Sie sind leider ohne Bildung und ohne orthographische |LBR| Grundkenntnisse berechtigt, Ihren politischen Müll hinauszuonanieren.",1
6744," CDU hat Koalition mit Afd eindeutig ausgeschlossen, SPD dagegen Koalition mit linke nicht.",0
6745," Gabriel hat sich gemeldet weil er auch mal was sagen wollte!! Diese Witzfigur nimmt doch keiner erst, weltweit nicht!!",1
6746,Bin gerade so Mett ........,0
6747,  Das ist ein Spinner der Türken hasst,1
6748,"Defende Europe. Ja, da stimme ich zu. Wir brauchen keine |LBR| Nazis. Wir brauchen Politiker mit Hirn und nicht mit Magenverkleinerung.",1
6749, Ja die machen das tatsächlich...ich könnte mir vorstellen sogar gegen ihren Willen....,0
6750,"Liebe #ARD &amp; #ZDF, sind die dramatischen +demokratisch-existentiellen Ereignisse in #Barcelona keine Sondersendung wert? Habt ihr Urlaub?",0
6751," Biologische Eigenschaften sind Angeboren, Ideologien nicht.",0
6752, Machts wie die Asiaten mit Mundschutz rumlaufen xD es gibt sogar welche mit Motiven,0
6753,_IIna Dafür hat jemand bluten und teuer bezahlen müssen..,0
6754,  Nennen wir sie beim Namen..Deserteure Fahnenflüchtige |LBR| Die werden in jedem Krieg verfolgt geächtet und hingerichtet... nur die🇩🇪lieben sie!!,1
6755,_Freiheit Die hätte man früher als Hexe verbrannt.,1
6756,_AfD  Hitler ist zurück und heißt jetzt Merkel!!,1
6757,"Vier Wochen Theater hat genervt, vier Jahre wären schlimmer gewesen #JamaikaAbbruch",0
6758, Sind die Türken eigentlich alle so aggressiv..,1
6759,_Pirx _vStorch Nein mich stört es nicht. Was stört Sie denn das die Türken mehr über Islam lernen? Uns geht das ja nichts an.,0
6760,"Die Zeit ist überreif für dass große Ausmisten in Politik, Justiz u Medien dieses ganze Rot Grün versiffte Parteibuch Pack zum Teufel jagen",1
6761,"   Sehr gut!! Wer nie auf der Straße demonstriert hat, muss sich nicht beschweren. |LBR| Die Zeiten haben sich drastisch geändert.  Ein geheimes Kreuzchen in der Wahlurne oder ein wütender Internetkommentar reichen bei Weitem nicht!!",0
6762,"  Ich weiß das sich am Thema nichts geändert hat, aber selbst ich hab gesehen das dieser Bericht von 2009 ist.",0
6763,Wahlergebnis war: Merkel muß weg. |LBR| Da sie nicht geht muß die CDU zur AfD bis die Merkel alleine ist. |LBR| So kann man sie auch loswerden,0
6764,10 points von Deutschland für das polnische Alpen-Porno. Das passt!,0
6765," Das muss ja erstmal durchs Parlament gehen, wird werden sehn.",0
6766,"Man beobachte USA, Links und Grün stehen wie überall für,INTOLERANZ,GEWALT,TERROR,bei ""Gegendemos""das war schon immer so !",1
6767," Stimmt, und Merkel als Reinfall für das deutsche Volk und Europa!!! |LBR| Diese Heuchlerin sollte lieber ganz still sein!!!😡😡😡",1
6768," Leberwurst selber machen: Hühnchenleber, Maronen, Äpfel, Thymian, Mayoran, Zwiebel - saulecker!",0
6769,"Ich bin für islamische Kindergärten. In islamischen Staaten. In Österreich |LBR| bin ich für österreichische Kindergärten.Ja, so sehe ich das.",0
6770,"Heute wird “Unwort des Jahres” bekanntgegeben. Wie wärs mit „Fresse“, „Kacke“ oder „Bätschi”? 😂",1
6771,"Bosbach hätte die Ditfurth mit Ohrfeigen und Tritten aus dem Studio davonjagen |LBR| und ihr den Fächer ins Maul stopfen sollen. Ja, so wäre das.",1
6772,Europäer begreifen langsam dass sie durch #EU allen voran #Merkel #Juncker nur belogen und betrogen und ausgenommen werden. |LBR| #katalonien,1
6773,Längere Diskussion auf #altkatholisch|er #Synode über die Frage der Anlage-Richtlinien für die Gemeinden - #aksynode #aksynode16,0
6774, Nadsi ???wenn schon her Obernadsi,0
6775,_online Wehret den Schlusspunkten. Gefällt mir.,0
6776,Bargeld wird abgeschafft! |LBR| Dann können Banken endlich ungeniert MinusZinsen von Ersparnissen abbuchen. |LBR| Ein Geldabheben ist nicht mehr möglich,0
6777, _Stegner ...niemand mag dich😃😃...aber du erfüllst einen Riesen Zweck..👍😃,1
6778,"  Norbert der Grüne, willst ne Packung Mitleid? schenke ich dir und all deine Lauchfreunden. |LBR| Das du mir die Mauer wünscht ist aber nicht nett.",0
6779,Heute demonstrieren der Bayerischer Flüchtlingsrat u.a. um 19 Uhr am Flughafen München gegen Abschiebungenn nach #Afghanistan.,0
6780,Unter #Afghanischeraufschrei wird über das Protestzelt gegen #Abschiebungen nach #Afghanistan getwittert. #Afghanistanisnotsafe #Düsseldorf,0
6781,Zur Erinnerung es gibt eine große Bürgerliche Mehrheit im Bundestag aber Grundvoraussetzung ist Merkel u Schergen müssen weg |LBR| AFD wählen,0
6782,"   Liebe Sawsan...so sehr du dich auch bemühst deutsch sein zu wollen, so sehr gehst du anderen damit auf den Keks. |LBR| Ändere deine Taktik..unterstütze lieber andere Nationalitäten sich zu ihrer Herkunft zu bekennen. |L",0
6783,  Budweiser Werbung. Aber richtig gut.,0
6784," Ein Afrikaner der in China lebt oder geboren ist, ist dann WAS? Africhinese. Das ist lachhaft. Es gibt nur eine Nationale Identität. Sie hängt von der Abstammung ab. Eine Ratte die im Pferdestall geboren wird, ist auch niemals ein Pferd. Darüber sollte wohl Einigkeit bestehen.",1
6785,"   #Kandel #Koeln #Hamburg #Berlin #Hameln #Essen #Neuenhaus #Silvester etc etc etc |LBR| Von wem verlangt man hier eigentlich ""respektvollen Umgang""? |LBR| #NichtmeineKanzlerin |LBR| #Neujahrsansprache |LBR| #AfD",0
6786,Klare Forderung der #CSU für einen möglichen Koalitionsvertrag: Wir wollen keinen #EU-Beitritt der #Türkei,0
6787," ""Sigmar Dumpfbacke Gabriel"" gefällt mir richtig gut 🤡",1
6788,_lindner ein sehr kluger Schachzug. Bei Neuwahlen wird Ihnen diese Entscheidung nur Vorteile bringen. Das erste Mal dass ich mich mit ihrer Partei anfreunden könnte. CDU und SPD sowie die Grünen müssen weg.,0
6789,  Wir erhalten keine Steuergelder. 🙃,0
6790,"  Wenn da Verbindungen zu dem Junge hergestellt werden,  ist der Rassismus ausschließlich in dem Kopf. Der Junge ist süß.",0
6791,"Hunde, die bellen, beißen auch. Und wenn Dich, Kim, der amerikanische Hund |LBR| an der Gurgel hat., ist das Spiel mit Atombomben aus und vorbei.",0
6792,"  Dummheit kann sehr hässlich sein, wie man hier sieht!",0
6793,"Die Türken machen ihre Politik in der Mitte Deutschlands 😂😂😂 Meine Güte, was hat die Merkel-Klicke nur für einen IQ 😂😂😂",1
6794, Ein Problem das dringend gelöst werden muss und zwar bevor ich über den nachzug von Familien Mitglieder von Asylanten auch nur nach denke.,0
6795,_IIna _Krug Was für eine missratenes Blechgesicht....,1
6796, Die Energiewende! Und der Schutz der kleinen Schweinswale in der Nordsee!,0
6797,"So, liebe Freunde, draußen - 8° C, ich verkrieche mich in die Daunen &gt; ""Gute Nacht"" ihr Lieben 👋👋👋",0
6798,"   Habt ihr schon in Erwägung gezogen das die Wahlen nur reine Verarsche sind, seit 1949 sind immer die gleichen Volksverräter dran, wie blöd kann man sein und das nicht irgendwann zu durchschauen ‼️",1
6799,"   _Pazderski Es gibt gewisse Ursachen für den Anstieg von Kriminalität. Was wäre Ihre Alternative? Wollen wir den Großteil von Menschen die Hilfe verwehren, weil eine Minderheit kriminel wird? Auch die sexuelle Gewalt an Frauen ist ein gesamtgesellschaftliches Problem.",0
6800,"    Wenn Tauber lebensmüde ist, sollte er bei mir klingeln!!! 😬",1
6801,"_HH nein. es geht nicht gegen funktionäre, bin selber kreisvorsitzender. glaube aber das nur ein mitgliederentscheid die partei wieder zusammenbringt.",0
6802,"Wir sammeln Termine von Flüchtlingsinitiativen in NRW. Schreibt uns, wenn wir diese im Newsletter oder bei Facebook aufnehmen sollen.",0
6803," Wer bei  stimmberechtigter Parteitagsdelegierter sein möchte, muss sich von seiner Gliederung wählen lassen. Da spielt es keine Rolle, MdB zu sein oder nicht.",0
6804, Sie erwägen es aus migrationspolitischen Gründen. Und das darf bei der Menschenwürde keine Rolle spielen. Siehe Urteil.,0
6805," Ihr hetzt permanent gegen Trump. Und diese ""Demokratiebgemeinschaft Europa"" ist auf Sand gebaut und aus dem Geld des von euch ausgebeuteten kleinen Mannes. Dann lieber ""Amerika First""  - das ist echt, das ist ehrlich, da kann sich der Ami (egal welche Farbe) mit identifizieren",0
6806,_Ind Was ist jetzt der Vorwurf an mich?,0
6807,"Anstatt neue Polizeibeamte einzustellen sollen Taxifahrer und Trucker laut #NRW Innenminister Reul ""die Augen noch mehr mit aufhalten um der Kriminalität Herr zu werden"" |LBR| Es ist nur noch unhaltbar, was diese Politik an Abartigkeit hervorbringt. |LBR|   ",0
6808, Und warum redet dieser Vasall Merkels dann noch!!!!,1
6809,_Freytag Schade jetzt ist er beleidigt....ich hoffe wir hsben künftig kein Problem mehr wenn ich mich nundig gemacht habe...😃,0
6810, Wer Kinder hat sollte schleunigst aufs Land ziehen. Am besten nicht in Germonney,0
6811,  Sie sind mir noch eine Antwort schuldig. Ein Gebot der Höflichkeit,0
6812, Nein. Auf alle Fälle noch zu wenige 😉,0
6813,  Jaja...es wird noch schlimmer bevor es richtig schlimm wird... |LBR| Mal ehrlich: Denis Yücel hatte irgendwie recht,0
6814,Dortmund:Leipzig |LBR| Die großmäuligen Dortmunder werden von Leipzig hergespielt. Großartig!,1
6815, Der Untergang der Nation wurde mit der Grenz Öffnung 1989 eingeleitet. 50% der Regierenden sind Ost bzw Kommunisten.,1
6816, Die CDU und andere Parteien sind ein verlogener Haufen Politiker die sich die Taschen auf Steuerzahlers Kosten voll machen! 😨,1
6817,Wahl der Schöffen für die #Synodalgerichte wird durchgeführt - #aksynode16,0
6818,Wer kommt? Am Sonntag um 10 Uhr feiert Kardinal Marx ein Pontifikalamt in der Stiftskirche St. Martin in Landshut. #LandshuterHochzeit,0
6819,"Wenn Merkel die Geschichte d. USA kennen würde, wüsste sie, dass d. USA kein Interesse an einem starken Europa mit einer Kanzlerette haben 😜",0
6820," Ich freue mich aus tiefstem Herzen für die beiden, um die wir in grosser Sorge waren.",0
6821,"Ich empfinde es geradezu als beleidigend, wenn son ein dreckiges Stück SED-STASI-Erbe, wie A.Ferkel den Zusammenhalt der Gesellschaft predigt!!Merkel muß weg ! Neuwahlen müßen ran !UND SO EINE ELENDSFIGUR wie Schulz darf hier nichts zu bestellen haben !",1
6822,"_Welt_News Unterkunft, normales Essen und Trinken! Schluß! Sie sind keine Sozialtouristen auf unsere Kosten!",1
6823,"Bildung u. Wahrheit,auch bittere,sind der Schlüssel zum Erfolg u. kein ausschließl. Verteufeln Andersdenkender, RU, Polens, od. d. DDR 😜",0
6824, Nur Vampiere scheuen den Weihrauch wie Knoplauch!,0
6825, Mir schwebte auch sofort eine notarielle Begleitung vor.,0
6826,"Sippenhaftung für alle Ausländer.. Wer länger als 1 Jahr keine |LBR| Arbeit findet, muss dorthin zurück, wo er herkommt. Ohne jede |LBR| Ausnahme.",1
6827, Diese Bundesregierung ist ab gewählt. Es steht ihr nicht zu diese Unabhängigkeits Erklärung zu kommentieren.,0
6828,  Unsere Mädels...unbelehrbar |LBR| Aber das es nicht als Vergewaltigung gilt nur weil man sich kannte ist auch neu..!,0
6829," Wenn ich die gesamten deutschfeindlichen Labereien von Oppermann, Stegner usw. hier aufführen würde, knallte der Server durch!",1
6830,Die Lösung ist einfach: immer eine Axtlänge Abstand halten!,0
6831, Sie argumentieren auf Basis der Jahresproduktion. Schauen Sie sich den letzten Freitag zwischen 1700 und 1800 Uhr an. Was sehen Sie da? CL,0
6832,"Ich grüble nun schon Monate, bin ich ein Nazi, oder leidet Angie unter einer narzisstischen Persönlichkeitsstörung 😜",1
6833,"       _Krischer  Wenn die Grünen Stinktiere in Deutschland verschwinden im September, wird Deutschlands Luft enorm besser werden!",1
6834,"2/2 ...da ich mein Amt als Botschafter des Staates Israel in einem Deutschland antrete, das so anders ist als jenes der Vergangenheit.""",0
6835,"Na ja, die Chefarztbehandlung für Otto Normalverbraucher muss nun wirklich nicht sein. 🤔 Eine Privatversicherung hat nur derjenige der sie sich auch leisten kann. |LBR| Der deutsche Steuerzahler gehört nicht dazu.",0
6836,"Kim Jong Un hält Trump für einen Schwätzer. Würde er ihn ernst nehmen, |LBR| dann würde er die Backen zusammenkneifen und schweigen.",0
6837,Die #AfD will einen Sitz in der #Holocaust-Mahnmal-Stiftung. Leider hat die #LuegeAfD nach ihren Einzug in den #Bundestag ein Anrecht auf Vertretung in diversen Aufsichtsgremien - auch für die Stiftung »Denkmal für die ermordeten #Juden Europas«. #Antisemitismus #noAfD #FCKAfD,1
6838,"_florian   _Muenchen _muenchen _M Bedeutet das, dass Sie FÜR den Antrag stimmen werden oder wie wollen sie sonst sicher stellen, dass kein BDS Inhalt verbreitet wird?",0
6839,Finaler Schuss wäre besser dann würde er uns kein Geld mehr kosten!,1
6840,"#wasmirwichtigist |LBR| Rentenniveau, Parität in der Krankenversicherung, neue Europapolitik, Ganztagsschule, Kooperationsverbot weg, Einwanderungsgesetz #Sondierung",0
6841,"_Zielisch _HD Bald haben wir in Berlin Einen Imam als Bürgermeister.RRG haben abgewirtschaftet .Am besten wäre es wenn wir eine Mauer um Berlin ziehen,um das Pack mitsamt der Meck-Pomm Schlampe zu isolieren ,aber bitte keine Care-Paketflieger schicken!",1
6842,"  Das ist auf so viele Weisen absurd, dass 280 Zeichen für eine Antwort nicht ausreichen würden. Mehr Aufwand sind Sie uns an dieser Stelle aber nicht wert, so ehrlich müssen wir sein. In jedem Fall Glückwunsch zu Ihrer blühenden Phantasie.",0
6843,unsere Redner_innen sind da und wir sind startklar - gleich geht's los #gay20,0
6844," _putin     _       _silve     @_macmike  _Franz Versuchen Sie mal in 20 s einen Mord, Brandlegung und einen Selbstmord und das mit einem Repetiergewehr - der Tote hat offensichtlich nochmal nachgeladen, denn sonst ist eben eine Hülse zuviel.",0
6845,  Wir sorgen schon dafür das die AfD bleibt...und die Grünen gehen..!,0
6846,_MadBunny   _putin    _       _silve     @_macmike  _Franz Das ist ihre Spezialität. Mehr kommt dann aber auch nicht,0
6847,_Geld Irgendwie beruhigend das es woanders noch schwachsinnigere Politik gibt als bei den deutschen...,1
6848,Die BRD ist eine einzige Schande,1
6849,Ihr Würstel glaubt an den Schaden einer Erderwärmung. Genau |LBR| das Gegenteil ist der Fall.,1
6850,In einer nicht #PoliticalCorrectness-geistesgestörten Welt würden sie dem #Invasoren-#Abschaum die Scheiße aus dem Hirn prügeln,1
6851, Einweisen ...dafür gibt’s die geschlossenen... |LBR| Und den der diese alte hübsch findet oder gar erotisch....ebenfalls..! |LBR|  ....im Land ihresgleichen bestimmt der Renner...😃😃,1
6852,   Hilfe... treibt wieder ihr Unwesen... |LBR| Da sind schon Schmierfinke am Werke...glaubt tatsächlich noch jemand diesen Unfug...?,1
6853,"Veranstaltet von  in Kooperation mit , -GISEP und -Economic and Trade Mission",0
6854,"Macht hoch die Tür', die Tor' macht weit, |LBR| es kommt der Herr der Herrlichkeit, |LBR| ein König aller Königreich'; |LBR| ein Heiland aller Welt zugleich, |LBR| der Heil und Segen mit sich bringt; |LBR| derhalben jauchzt, mit Freuden singt: |LBR| Gelobet sei mein Gott, |LBR| mein Schöpfer reich von Rat.",0
6855,Seit 6:00 Uhr wird zurück geschwiegen. |LBR| #Berlin #Afrin,0
6856,_Kompakt Eine Regierung ohne Sachverstand und EIGENE Werte wird nicht handeln 😜,0
6857,  Jede Behausung kann ein Knast sein wenn du sie nicht verlassen kannst 😉,0
6858,"n-tv: ""Murksel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜",1
6859, Na also...Trump hat das friedfertige Volk gegeneinander ausgespielt.... |LBR| Trump haben wir die Proteste zu verdanken ... |LBR| ...es war eine Frage der Zeit wann die damit rausrücken....😃😃,0
6860,"    @_macmike _est        _silve    _Franz Es ist zum Kotzen, seit Tagen!",1
6861,"          _silve    @_macmike  _Franz Kann ich Dir nachher schicken, habe zu Hause hebräische Tastatur.",0
6862,"_Limmer Mensch, du bist nicht mal in irgendeiner Reihe. Komm in den Bundestag, dann können wir dort streiten.",0
6863, Nicht täuschen lassen....das sind freiwillige die schnellstmöglich dieses Affenland verlassen wollten..!,1
6864,Der wiklich besorgte Bürger #87Prozent versus 13Prozent #Wutbürger?,0
6865,  Dem Kommentar entnehme ich das auch ihre Schaukel als Kind zu nahe an der Wand gestanden hat.,1
6866,"_de   Ja, und wie wär's mit #München?",0
6867, Wie so ein Wackeldackel....da hatte der Westerwelle von hinten mehr Esprit als der da von vorne...,1
6868,"  Bei den Antifa Terroristen fällt mir nur eins ein, „ Der Dieb rannte aus dem Kaufhaus und schrie, haltet den Dieb“",1
6869,Mal schauen wieviel #Frauen dieses Jahr von illegalen Einwanderern #vergewaltigt oder #belästigt werden. |LBR| Ich hoffe aufrichtig sollte es dieses Jahr #Silvester wieder eskalieren dass sich die Europäer endlich erheben und es zum #Aufstand kommt der in die Geschichte eingehen wird.,1
6870," Ich betone erneut, für ewig aus dem Verkehr ziehen, da die zerstörten Seelen v Frauen u Mädchen irreparablen Schaden erlitten.",0
6871,      Und  ? Schon mal Danke an alle!,0
6872,Ditib Imame = Stasi der Türkei! |LBR| Neue Beweise von 2016 liegen den Medien und der Politik vor. |LBR| Was passiert? NIX! |LBR| Sofort RAUS aus D! 👇😠,1
6873,_Antje  Er behält seine Einbürgerung trotzdem..? |LBR| Oder nur wegen statistischer Aufhellung..?...😃😃,0
6874,Das Schweigen aus Berlin ist unerträglich laut. #Afrin,0
6875,  Diese Gesichter kamen zum Vorschein weil sich Deutschland uneinig ist....und jetzt wird alles nur noch schlimmer..!,0
6876,"_ditfurth Im Grunde hätte Dir Bosbach eine schallende Ohrfeige |LBR| geben müssen, dass Dir der Fächer davongeflogen wäre.",1
6877," Warum lese ich nix über Abgaswerten von ausländischen Autos.Werden diese Daten uns unterschlagen?Kann mir beim besten Willen nicht vorstellen ,dass nur bei deutschen Automotoren geschummelt wurde!!!!!!",1
6878,"_Braun23 Nö. Wie kommen Sie darauf, dass wir nur im Wahlkampf für Marktwirtschaft werben? Ist uns immer wichtig. TL",0
6879," Ein weiterer Grund, den ich häufig erlebe, ist, dass es zu wenig Männer (richtige Männer 😉) im Schuldienst gibt. Erfolgreicher Unterricht ist vor allem auch Identifikation.  Mädchen lieben mich,  Jungen rebellieren...",1
6880,"Politiker, gleichbedeutend mit BERUFSLÜGNER, richten gerade irreparable Schäden für unser Land, Europa und die Welt an und Mio schauen zu 😡",1
6881,"_bm Untaten mit ""Flüchtlingen"" oder Moslems in Verbindung zu bringen wird immer als rassistische Hetze gemeldet.  Fakten benennen = Rechtsextremismus. Da helfen nur blumige Umschreibungen. In der DDR hatte man auch Geheimsprachen entwickelt..",0
6882,_IIna  ....die lächerliste Person seit es die Linken gibt. Mit einem Maulkorb für Katja wäre es ruhiger um die Linken und zudem wäre sie dann attraktiver...!,1
6883,"Ich werbe auf Basis der Sondierung für Koalitionsverhandlungen mit der Union, auch wenn meine Skepsis gegenüber der GroKo nach wie vor groß ist. |LBR| Wir sollten hart verhandeln- da muss noch mehr kommen! Am Ende haben unsere Mitglieder das letzte Wort, das ist meine Auffassung.",0
